link,year,disambiguation,length,pageviews,revisions,title,score
Abraham_Lincoln,1809,False,780476,575987,15585,Abraham Lincoln,0.9558113849268867
Charles_Darwin,1809,False,489321,198868,9015,Charles Darwin,0.9009297966723786
Joseph_Smith,1805,False,486669,75741,14581,Joseph Smith,0.8897142065497682
Robert_E._Lee,1807,False,514711,119118,7596,Robert E. Lee,0.8832132153862317
Edgar_Allan_Poe,1809,False,352843,200535,6404,Edgar Allan Poe,0.8822768263092395
Andrew_Johnson,1808,False,488389,109658,7007,Andrew Johnson,0.877249296506083
Jefferson_Davis,1808,False,476651,89031,6776,Jefferson Davis,0.8700914072859336
Ralph_Waldo_Emerson,1803,False,362457,83071,4955,Ralph Waldo Emerson,0.8520713710012433
John_Brown_(abolitionist),1800,False,305766,79968,5625,John Brown (abolitionist),0.8516862610214742
Millard_Fillmore,1800,False,409751,69620,4185,Millard Fillmore,0.8441870964621779
Franklin_Pierce,1804,False,394666,66843,4318,Franklin Pierce,0.8434266885184875
Napoleon_III,1808,False,498516,63349,3729,Napoleon III,0.8415430604319389
Victor_Hugo,1802,False,369226,70136,3356,Victor Hugo,0.8345262148096856
Benjamin_Disraeli,1804,False,552869,49028,3066,Benjamin Disraeli,0.8296292745282463
Hans_Christian_Andersen,1805,False,301916,66773,3366,Hans Christian Andersen,0.8292863490780353
John_Stuart_Mill,1806,False,376649,62768,2611,John Stuart Mill,0.8229614285344048
Nathaniel_Hawthorne,1804,False,223022,51703,4036,Nathaniel Hawthorne,0.8225183089331981
Felix_Mendelssohn,1809,False,317529,37535,3329,Felix Mendelssohn,0.8145992003761087
Isambard_Kingdom_Brunel,1806,False,273476,38737,3313,Isambard Kingdom Brunel,0.8123446378276619
Brigham_Young,1801,False,274108,49263,2730,Brigham Young,0.8120675617483297
Alexandre_Dumas,1802,False,241022,65147,2050,Alexandre Dumas,0.806038863874616
Henry_Wadsworth_Longfellow,1807,False,230589,32743,3329,Henry Wadsworth Longfellow,0.8044817655497438
Giuseppe_Garibaldi,1807,False,269448,38391,2542,Giuseppe Garibaldi,0.8026362869897401
"Alfred,_Lord_Tennyson",1809,False,162572,43052,2687,"Alfred, Lord Tennyson",0.7973540692636104
William_Ewart_Gladstone,1809,False,462652,27516,1986,William Ewart Gladstone,0.7946654839809839
William_Lloyd_Garrison,1805,False,193890,28939,2938,William Lloyd Garrison,0.7934373539093704
Benito_Juárez,1806,False,207574,25215,2964,Benito Juárez,0.7912662580931152
William_H._Seward,1801,False,405440,23610,2082,William H. Seward,0.7897589442911898
Kit_Carson,1809,False,209813,22797,2930,Kit Carson,0.7882498912406001
Louis_Braille,1809,False,159274,18383,2960,Louis Braille,0.776968888574289
John_Henry_Newman,1801,False,319649,15754,2218,John Henry Newman,0.7760291364699308
Nikolai_Gogol,1809,False,205337,23984,1955,Nikolai Gogol,0.7754448338744491
Hector_Berlioz,1803,False,317669,19981,1750,Hector Berlioz,0.7744356700495874
Alexis_de_Tocqueville,1805,False,233162,29548,1421,Alexis de Tocqueville,0.7716529896187461
Elizabeth_Barrett_Browning,1806,False,175222,22095,1857,Elizabeth Barrett Browning,0.7683671763741069
