link,year,disambiguation,length,pageviews,revisions,title,score
Rodrigo_Diaz_de_Vivar,1044,False,141539,34072,2685,El Cid,0.7883466159492355
El_Cid,1043,False,141279,34072,2685,El Cid,0.788308104354726
Omar_Khayyám,1048,False,255780,23441,2271,Omar Khayyam,0.784221851053492
Pope_Urban_II,1042,False,198444,18702,1508,Pope Urban II,0.7587163978253136
Rashi,1040,False,162883,9802,1390,Rashi,0.7339374167999456
Alexius_I_Comnenus,1048,False,165290,11018,577,Alexios I Komnenos,0.7041078861091347
Ladislaus_I_of_Hungary,1040,False,300970,3288,772,Ladislaus I of Hungary,0.6886428676037186
Alan_Rufus,1040,False,158448,3418,585,Alan Rufus,0.6703949637678612
Matilda_of_Tuscany,1046,False,117678,4063,479,Matilda of Tuscany,0.6635120566509588
"Stephen,_Count_of_Blois",1045,False,81112,2653,166,"Stephen, Count of Blois",0.6010190051494629
"Waltheof,_1st_Earl_of_Northampton",1045,False,50405,1717,189,"Waltheof, Earl of Northumbria",0.5882196547324188
Arwa_al-Sulayhi,1048,False,63191,1636,181,Arwa al-Sulayhi,0.5880668718496688
"Fulk_IV,_Count_of_Anjou",1043,False,50910,1750,134,"Fulk IV, Count of Anjou",0.5736301504579692
Emperor_Shenzong_of_Song,1048,False,61449,1375,113,Emperor Shenzong of Song,0.5614031879656775
Huang_Tingjian,1045,False,103652,544,186,Huang Tingjian,0.5594384600064086
Judith_of_Swabia,1047,False,124952,547,145,Judith of Swabia,0.551677725785967
Sheikh_Ahmad-e_Jami,1048,False,53523,362,136,Sheikh Ahmad-e Jami,0.5251733758007666
Sikelgaita,1040,False,36575,704,86,Sikelgaita,0.5231999913957054
Ida_of_Lorraine,1040,False,54089,604,82,Ida of Lorraine,0.520802925267963
Ingegerd_of_Norway,1046,False,99554,563,72,Ingegerd of Norway,0.5185831978760835
Abu_Muhammad_Baghawi,1043,False,61080,666,57,Al-Baghawi,0.5067380627659933
Godelieve,1049,False,44518,305,70,Godelieve,0.48960741855662876
"Adelaide_II,_Abbess_of_Quedlinburg",1045,False,104686,234,44,"Adelaide II, Abbess of Quedlinburg",0.46592209037664534
Áurea_of_San_Millán,1043,False,36973,164,67,Áurea of San Millán,0.4637161828757161
Empress_Xiang,1047,False,44150,153,25,Empress Xiang,0.415395135631738
Lý_Thị_Diễm,1041,False,35758,0,33,Lý Thị Diễm,0.12404814335114306
