link,year,disambiguation,length,pageviews,revisions,title,score
Eleanor_of_Aquitaine,1124,False,278256,48506,3014,Eleanor of Aquitaine,0.8154529895971648
Eleanor_of_Aquitaine,1122,False,278256,48506,3014,Eleanor of Aquitaine,0.8154529895971648
Averroes,1126,False,319821,23253,1597,Averroes,0.7754005945024901
"Frederick_I,_Holy_Roman_Emperor",1122,False,266396,25673,1462,"Frederick I, Holy Roman Emperor",0.7714813999268912
Louis_VII_of_France,1120,False,198168,12793,606,Louis VII of France,0.7130175590035712
Henry_the_Lion,1129,False,146159,6397,362,Henry the Lion,0.667990916904172
William_of_Tyre,1128,False,145688,3117,415,William of Tyre,0.6531199846528092
Constance_of_Hauteville,1128,False,124690,1130,308,"Constance, Queen of Sicily",0.6067362247714954
Absalon,1128,False,80027,2366,184,Absalon,0.6024406956324806
Constance_of_Antioch,1127,False,156348,1543,200,Constance of Antioch,0.6021443130575803
Emperor_Go-Shirakawa,1127,False,85458,1753,175,Emperor Go-Shirakawa,0.5925678680104147
Alain_de_Lille,1128,False,82325,1116,146,Alain de Lille,0.5706510218842077
Lu_You,1125,False,66675,723,219,Lu You,0.5705663806399984
Minamoto_no_Yoshitomo,1123,False,42031,1112,101,Minamoto no Yoshitomo,0.5454801504656711
Emperor_Xiaozong,1127,False,64096,860,90,Emperor Xiaozong of Song,0.5376385273544402
"Matilda_of_Savoy,_Queen_of_Portugal",1125,False,74251,425,119,"Matilda of Savoy, Queen of Portugal",0.5291279496960594
Elisabeth_of_Schönau,1129,False,65607,392,96,Elisabeth of Schönau,0.5159548982079146
Renaud_de_Courtenay,1125,False,35202,663,69,Renaud de Courtenay,0.5104987005894811
Fan_Chengda,1126,False,38753,528,64,Fan Chengda,0.5012749887838226
Uijong_of_Goryeo,1127,False,48068,383,69,Uijong of Goryeo,0.49722079667427227
Yang_Wanli,1127,False,32162,249,54,Yang Wanli,0.4678112139984456
Ottokar_III_of_Styria,1124,False,41232,246,48,Ottokar III of Styria,0.464140232552603
Sibylla_of_Burgundy,1126,False,32516,191,48,Sibylla of Burgundy,0.4535105848454156
Ioveta_of_Bethany,1120,False,30455,299,32,Ioveta of Bethany,0.4462306786959595
Eynion_de_Tilston,1126,False,31440,109,56,Eynion de Tilston,0.43899197862668693
Ascelina,1121,False,26717,97,17,Ascelina,0.3754978082311525
