link,year,disambiguation,length,pageviews,revisions,title,score
"Frederick_I,_Holy_Roman_Emperor",1122,False,305894,22641,1746,Friedrich I. (HRR),0.7771674088135813
Henry_the_Lion,1129,False,267800,11436,1355,Heinrich der Löwe,0.7461676623580478
Eleanor_of_Aquitaine,1124,False,299484,5363,611,Eleonore von Aquitanien,0.6952221905215183
Eleanor_of_Aquitaine,1122,False,299484,5363,611,Eleonore von Aquitanien,0.6952221905215183
Averroes,1126,False,95974,2704,402,Averroës,0.6414832215373423
Louis_VII_of_France,1120,False,89736,1317,258,Ludwig VII. (Frankreich),0.6007297809390783
Constance_of_Hauteville,1128,False,63683,1059,184,Konstanze von Sizilien,0.5757053615737676
William_of_Tyre,1128,False,52301,517,137,Wilhelm von Tyrus,0.5377936710377177
Absalon,1128,False,47869,406,128,Absalon von Lund,0.5256791325030186
Alain_de_Lille,1128,False,45322,436,104,Alanus ab Insulis,0.5190345792179452
Constance_of_Antioch,1127,False,48468,230,107,Konstanze (Antiochia),0.4978604600853724
Ottokar_III_of_Styria,1124,False,41729,259,80,Ottokar III. (Steiermark),0.4890885203955391
Elisabeth_of_Schönau,1129,False,42624,238,69,Elisabeth von Schönau,0.4799732078733561
Emperor_Go-Shirakawa,1127,False,35665,153,74,Go-Shirakawa,0.46469095380350045
"Matilda_of_Savoy,_Queen_of_Portugal",1125,False,36386,100,50,Mathilde von Savoyen,0.43210727377651875
Minamoto_no_Yoshitomo,1123,False,34167,139,31,Minamoto no Yoshitomo,0.42187996193514954
Ioveta_of_Bethany,1120,False,31237,58,36,Ioveta von Bethanien,0.39460981233558384
Sibylla_of_Burgundy,1126,False,29368,63,21,Sibylle von Burgund,0.37299196481672253
Ascelina,1121,False,27421,38,11,Aszelina von Boulancourt,0.31871717538985017
Emperor_Xiaozong,1127,,1,1,1,?,0.05448825167540282
Renaud_de_Courtenay,1125,,1,1,1,?,0.05448825167540282
Fan_Chengda,1126,,1,1,1,?,0.05448825167540282
Uijong_of_Goryeo,1127,,1,1,1,?,0.05448825167540282
Yang_Wanli,1127,,1,1,1,?,0.05448825167540282
Lu_You,1125,,1,1,1,?,0.05448825167540282
Eynion_de_Tilston,1126,,1,1,1,?,0.05448825167540282
