link,year,disambiguation,length,pageviews,revisions,title,score
Pope_John_XXII,1249,False,75855,1302,273,Johannes XXII.,0.6003272473474918
Philip_III_of_France,1245,False,103094,805,177,Philipp III. (Frankreich),0.5710806253026977
Albert_the_Degenerate,1240,False,48445,1159,146,Albrecht II. (Meißen),0.5651464215563694
"Henry_I,_Landgrave_of_Hesse",1244,False,47104,606,150,Heinrich I. (Hessen),0.5455516602928289
Eleanor_of_Castile_(1241–1290),1241,False,100535,530,110,Eleonore von Kastilien (1241–1290),0.5365336161862813
Pope_Benedict_XI,1240,False,52168,386,167,Benedikt XI.,0.5349972310790633
Sigerus_of_Brabant,1240,False,84588,291,180,Siger von Brabant,0.5320392135670993
Charles_II_of_Naples,1248,False,59061,506,110,Karl II. (Neapel),0.5293228426001358
Peter_III_of_Aragon,1240,False,51194,451,116,Peter III. (Aragón),0.5260952171919575
Alexander_III_of_Scotland,1241,False,50791,531,96,Alexander III. (Schottland),0.5233007148349389
"Frederick_I,_Margrave_of_Baden",1249,False,52119,323,119,Friedrich von Baden-Österreich,0.5155121207752947
1332,1244,False,95317,228,143,1332,0.5149795159428512
Edmund_Crouchback,1245,False,82691,305,98,"Edmund Crouchback, 1. Earl of Lancaster",0.5102232876078131
Christina_von_Stommeln,1242,False,55409,258,123,Christina von Stommeln,0.5089648292688206
"Isabella_of_Aragon,_Queen_of_France",1248,False,45847,339,93,Isabella von Aragón,0.5058595045877011
Rashid-al-Din_Hamadani,1247,False,45049,263,109,Raschīd ad-Dīn,0.5029253393619709
Eric_V_of_Denmark,1249,False,50529,278,90,Erik V. (Dänemark),0.4984649563881769
Giles_of_Rome,1247,False,43227,233,88,Aegidius Romanus,0.4895162447025619
Zhang_San_Feng,1247,False,33495,292,68,Zhang Sanfeng,0.4839847226251601
Peter_Olivi,1248,False,45684,163,95,Petrus Johannis Olivi,0.479126505066538
Amadeus_V_of_Savoy,1249,False,43130,158,98,Amadeus V. (Savoyen),0.4784573577605331
James_II_of_Majorca,1243,False,42998,263,60,Jakob II. (Mallorca),0.477278206922482
"Constance_of_Sicily,_Queen_of_Aragon",1249,False,87023,259,45,Konstanze von Sizilien (1249–1302),0.468986346155336
"Robert_II,_Duke_of_Burgundy",1248,False,39452,160,57,Robert II. (Burgund),0.45657570302816464
"Gilbert_de_Clare,_7th_Earl_of_Gloucester",1243,False,58494,182,46,"Gilbert de Clare, 6. Earl of Hertford",0.45486846122564334
Beatrice_of_Castile_(1242–1303),1242,False,34565,122,62,Beatrix von Kastilien (1242–1303),0.44841208039466496
Robert_III_of_Flanders,1249,False,36966,144,51,Robert III. (Flandern),0.4472583849393563
Emperor_Kameyama,1249,False,33180,111,59,Kameyama (Tennō),0.44227139062568366
Emperor_Go-Fukakusa,1243,False,33214,105,61,Go-Fukakusa,0.44131155031949254
"John_II,_Count_of_Hainaut",1247,False,40646,147,40,Johann II. (Holland),0.4377274931938094
Agnes_Blannbekin,1244,False,34936,193,34,Agnes Blannbekin,0.4375558555524225
George_Pachymeres,1242,False,36285,133,40,Georgios Pachymeres,0.4332304370531829
Blanche_of_Artois,1248,False,32956,108,27,Blanche d’Artois,0.4059398580968719
"Boniface,_Count_of_Savoy",1245,False,32470,70,35,Bonifaz (Savoyen),0.40165414196373433
Angelo_da_Clareno,1247,False,37083,84,28,Angelus Clarenus,0.39953359333871735
Prince_Munetaka,1242,False,31753,57,32,Munetaka,0.3890571849770507
Abulafia,1240,False,24062,193,14,Abulafia,0.3810959406202257
Sophia_of_Denmark,1241,False,31051,72,22,Sofia von Dänemark,0.3806407688320622
"Humphrey_de_Bohun,_3rd_Earl_of_Hereford",1249,False,49310,81,19,"Humphrey de Bohun, 3. Earl of Hereford",0.37978843285404
Margaret_of_England,1240,False,41189,157,8,Margarete von England,0.3355489437100296
"Alix_of_Brittany,_Dame_de_Pontarcy",1243,False,28929,56,11,Alix von Bretagne (1243–1288),0.33187242280215234
Menachem_Meiri,1249,False,28577,35,11,Menachem ben Salomo,0.3159562981236977
"John_FitzAlan,_7th_Earl_of_Arundel",1246,False,33597,0,15,"John FitzAlan, 7. Earl of Arundel",0.11982977856023432
Little_Saint_Hugh_of_Lincoln,1246,False,38716,0,12,Hugh of Lincoln (Ritualmordlegende),0.11832920554770045
Sang_Sapurba,1245,,1,1,1,?,0.05448825167540282
Jutta_of_Denmark,1246,,1,1,1,?,0.05448825167540282
"Patrick_IV,_Earl_of_March",1242,,1,1,1,?,0.05448825167540282
Giovanna_da_Signa,1245,,1,1,1,?,0.05448825167540282
