link,year,disambiguation,length,pageviews,revisions,title,score
"Henry_IV,_Holy_Roman_Emperor",1050,False,266792,9199,1217,Heinrich IV. (HRR),0.7357666564265436
Godefroy_de_Bouillon,1058,False,80551,2897,284,Gottfried von Bouillon,0.6270058077177385
Philip_I_of_France,1052,False,80974,790,198,Philipp I. (Frankreich),0.5720967983897045
Milarepa,1052,False,50541,779,138,Milarepa,0.5511369741702571
Vladimir_Monomakh,1053,False,54004,735,117,Wladimir Wsewolodowitsch Monomach,0.5430030566707718
"Leopold_II,_Margrave_of_Austria",1050,False,69927,443,90,Leopold II. (Österreich),0.517909850168567
Edgar_Atheling,1051,False,43617,363,81,Edgar Ætheling,0.5017223621963495
Fulcher_of_Chartres,1059,False,44202,351,78,Fulcher von Chartres,0.4990725026583267
Bertha_of_Savoy,1051,False,42889,373,74,Bertha von Savoyen,0.49841017674717714
Bertha_of_Savoy,1051,False,42889,373,74,Bertha von Savoyen,0.49841017674717714
Ida_of_Austria,1055,False,55641,239,67,Ida von Österreich,0.48133929117497476
Emperor_Shirakawa,1053,False,33342,136,79,Shirakawa (Tennō),0.46187123491594956
Guibert_of_Nogent,1053,False,44575,161,54,Guibert von Nogent,0.4555160131485106
Judith_of_Swabia,1054,False,32372,193,48,Judith von Ungarn,0.45382764274268295
Hugh_of_Grenoble,1052,False,41302,108,65,Hugo von Grenoble,0.4467897291443811
St-Hugues,1053,False,41302,108,65,Hugo von Grenoble,0.4467897291443811
"Berenguer_Ramon_II,_Count_of_Barcelona",1053,False,31832,115,49,Berengar Raimund II. (Barcelona),0.4357136280024469
"Baldwin_II,_Count_of_Hainaut",1056,False,37086,102,42,Balduin II. (Hennegau),0.4256421299164556
Mi_Fu,1051,False,33519,88,47,Mi Fu,0.42369046362110935
Sophia_of_Hungary,1050,False,28089,152,30,Sophia von Ungarn,0.42160396026781005
"Ramon_Berenguer_II,_Count_of_Barcelona",1053,False,36922,123,33,Raimund Berengar II. (Barcelona),0.42138367932626214
"Hugh_I,_Duke_of_Burgundy",1057,False,32539,81,38,Hugo I. (Burgund),0.4111597258736919
Al-Ghazali,1058,False,99928,0,415,al-Ghazālī,0.1313098850466068
Al-Hariri_of_Basra,1054,False,36601,0,53,al-Hariri,0.12586247779622037
Theodora_Anna_Doukaina_Selvo,1058,False,29467,0,6,Theodora Anna Doukaina Selvo,0.1112543812359582
"Agnes_of_Aquitaine,_Countess_of_Savoy",1052,,1,1,1,?,0.05448825167540282
Hildegarde_of_Burgundy,1056,,1,1,1,?,0.05448825167540282
