link,year,disambiguation,length,pageviews,revisions,title,score
Bertolt_Brecht,1898,False,314954,61883,3202,Bertolt Brecht,0.8264250044124349
Alfred_Hitchcock,1899,False,324976,27917,3238,Alfred Hitchcock,0.8058116687551082
Joseph_Goebbels,1897,False,317265,42911,2308,Joseph Goebbels,0.8052686934989409
Hermann_Göring,1893,False,206859,41551,2061,Hermann Göring,0.7919721270185426
Erwin_Rommel,1891,False,214019,27281,2224,Erwin Rommel,0.7842732933276612
Francisco_Franco,1892,False,607109,20756,1590,Francisco Franco,0.7829854900682899
Karl_Dönitz,1891,False,229791,23130,1732,Karl Dönitz,0.7722411317815209
Rudolf_Hess,1894,False,194326,28964,1490,Rudolf Heß,0.7695211744789606
Mao_Zedong,1893,False,155158,25404,1569,Mao Zedong,0.7637127769065064
Ernest_Hemingway,1899,False,164395,28154,1297,Ernest Hemingway,0.7603909526819973
Erich_Kästner,1899,False,154206,32666,1195,Erich Kästner,0.7597384183835945
Ludwig_Erhard,1897,False,166215,20212,1602,Ludwig Erhard,0.7597061902652328
Kurt_Tucholsky,1890,False,180499,16398,1749,Kurt Tucholsky,0.7585855650144359
Ernst_Jünger,1895,False,344308,11369,1685,Ernst Jünger,0.7579872968353015
Josip_Broz_Tito,1892,False,172106,20086,1462,Josip Broz Tito,0.7568918992974829
Charles_de_Gaulle,1890,False,230476,15068,1428,Charles de Gaulle,0.7534195348809523
Max_Ernst,1891,False,267922,10710,1726,Max Ernst,0.7527550190960683
Joan_Miró,1893,False,271643,10187,1790,Joan Miró,0.752713742538892
J._R._R._Tolkien,1892,False,151590,22704,1259,J. R. R. Tolkien,0.7522194360236781
Walter_Ulbricht,1893,False,144734,18540,1190,Walter Ulbricht,0.7439499834202228
1981,1890,False,539412,4734,2074,1981,0.743310642196945
Al_Capone,1899,False,99690,25375,1049,Al Capone,0.7400607347651524
Manfred_von_Richthofen,1892,False,127570,19439,961,Manfred von Richthofen,0.7347286699823393
Dwight_D._Eisenhower,1890,False,207250,16594,855,Dwight D. Eisenhower,0.7346640403683337
H._P._Lovecraft,1890,False,176837,14381,969,H. P. Lovecraft,0.7330105271889934
Agatha_Christie,1890,False,128938,11528,1237,Agatha Christie,0.730295963180918
Gustav_Heinemann,1899,False,216601,8793,1138,Gustav Heinemann,0.728543155402067
Alfred_Rosenberg,1893,False,226287,9882,963,Alfred Rosenberg,0.7265038158751687
Edward_VIII,1894,False,158938,11439,953,Eduard VIII.,0.7242672983582368
Erich_Maria_Remarque,1898,False,128968,10606,967,Erich Maria Remarque,0.719057229317703
Heinrich_Lübke,1894,False,161790,10865,845,Heinrich Lübke,0.7185811808268149
Nikita_Khrushchev,1894,False,137035,15256,719,Nikita Sergejewitsch Chruschtschow,0.7183833157684152
George_VI,1895,False,130639,19419,624,Georg VI. (Vereinigtes Königreich),0.71774245610418
Friedrich_Hayek,1899,False,168210,7235,1075,Friedrich August von Hayek,0.7164597248631805
Enid_Blyton,1897,False,138950,8482,1006,Enid Blyton,0.7154919917693406
Friedrich_Paulus,1890,False,145355,10118,823,Friedrich Paulus,0.7137816817151614
Martin_Niemöller,1892,False,132839,7923,988,Martin Niemöller,0.7120933056197956
