link,year,disambiguation,length,pageviews,revisions,title,score
Robert_II_of_France,1014,False,214787,2202,259,Роберт II (король Франции),0.6281966949716136
Harald_Hardrada,1015,False,146578,2823,224,Харальд III Суровый,0.6242782638263776
"Henry_III,_Holy_Roman_Emperor",1017,False,203924,1289,144,Генрих III (император Священной Римской империи),0.5848005874236628
Andrew_I_of_Hungary,1015,False,242190,702,137,Андраш I,0.5646182107083707
Harthacnut_(1020–1042),1019,False,104676,1583,90,Хардекнуд,0.5601094125670241
Harthacnut,1018,False,104676,1583,90,Хардекнуд,0.5601094125670241
Casimir_I_the_Restorer,1016,False,149823,828,121,Казимир I,0.5595905885537287
Harold_Harefoot,1015,False,94195,1186,98,Гарольд I (король Англии),0.5553367315309155
Michael_Psellus,1018,False,139863,718,112,Михаил Пселл,0.5507470696218978
Ramanujacharya,1017,False,136856,435,151,Рамануджа,0.5459679873072727
Pope_Benedict_IX,1012,False,159126,618,106,Бенедикт IX,0.5446047123137958
Nizam_al-Mulk,1018,False,69987,677,82,Низам аль-Мульк,0.5270158253103212
Michael_V_Kalaphates,1015,False,114487,673,73,Михаил V Калафат,0.5260603056294527
Edward_the_Exile,1016,False,127284,593,71,Эдуард Изгнанник,0.5218123015040697
Michael_IV_the_Paphlagonian,1010,False,116929,302,93,Михаил IV Пафлагонский,0.5108827568283836
Marpa_Lotsawa,1012,False,87578,306,71,Марпа,0.49676685823491373
"Robert_I,_Duke_of_Burgundy",1011,False,74139,415,38,Роберт I (герцог Бургундии),0.4728989194465061
Isaac_Alfasi,1013,False,98299,138,72,Ицхак Альфаси,0.46810356434914163
Sima_Guang,1019,False,65956,157,55,Сыма Гуан,0.45865000491388613
Bermudo_III_of_León,1010,False,139209,150,43,Бермудо III,0.45110418696542653
Zhou_Dunyi,1017,False,54494,210,31,Чжоу Дуньи,0.4388110712693468
Emperor_Renzong_of_Song,1010,False,97540,187,30,Жэнь-цзун (династия Сун),0.43755391425754736
Svein_Knutsson,1016,False,53018,259,27,Свен Кнутссон,0.4369328551760486
Wen_Tong,1019,False,55852,124,35,Вэнь Тун,0.4276280122880255
"Richilde,_Countess_of_Hainaut",1018,False,85484,97,37,Рихильда (графиня Эно),0.4239263779132841
Shao_Yong,1011,False,44091,129,28,Шао Юн,0.41599452731583475
Beatrice_of_Lorraine,1017,False,80289,119,25,Беатрис де Бар,0.4111814294466525
Benno,1010,False,91746,57,38,Бенно Мейссенский,0.4029269588598646
Anawrahta,1014,False,65170,110,22,Аноратха,0.4000948158222008
Alī_ibn_Ahmad_al-Nasawī,1010,False,47492,101,24,Ан-Насави,0.3999686165517644
Emperor_Xingzong_of_Liao,1016,False,70129,63,17,Син-цзун,0.3665998073508392
Ralph_the_Staller,1011,False,46687,48,17,Ральф I (граф Восточной Англии),0.3543678400267513
Ermesinda_of_Bigorre,1015,False,57671,52,12,Эрмезинда Бигоррская,0.33825722901089983
Al-Bakri,1014,False,89541,125,6,Абу Убайд аль-Бакри,0.30736699334246664
"Richeza_of_Poland,_Queen_of_Hungary",1013,False,71185,117,3,Рихеза Польская (королева Венгрии),0.22402196229493002
Munjong_of_Goryeo,1019,False,63465,80,2,Мунджон (правитель Корё),0.15749342258073304
"Jeongjong,_10th_Monarch_of_Goryeo",1018,False,62089,71,2,Чонджон (10-й правитель Корё),0.15674603512438878
Deokjong_of_Goryeo,1016,False,61741,70,1,Токчон (правитель Корё),0.15665209273134412
Eleanor_of_Normandy,1011,False,54971,0,2,Элеонора Нормандская (графиня Фландрии),0.08369567714739698
Zeng_Gong,1019,,1,1,1,?,0.05448825167540282
Cai_Xiang,1012,,1,1,1,?,0.05448825167540282
Akkadevi,1010,,1,1,1,?,0.05448825167540282
Sancha_of_León,1013,,1,1,1,?,0.05448825167540282
Gebhard_of_Salzburg,1010,,1,1,1,?,0.05448825167540282
Adalbero_of_Würzburg,1010,,1,1,1,?,0.05448825167540282
Empress_Cao_(Song_dynasty),1016,,1,1,1,?,0.05448825167540282
Fujiwara_no_Genshi,1016,,1,1,1,?,0.05448825167540282
Empress_Guo_(Renzong),1012,,1,1,1,?,0.05448825167540282
Không_Lộ,1016,,1,1,1,?,0.05448825167540282
