link,year,disambiguation,length,pageviews,revisions,title,score
"Frederick_I,_Holy_Roman_Emperor",1122,False,281405,10342,415,Фридрих I Барбаросса,0.6964169030068401
Eleanor_of_Aquitaine,1124,False,256125,6188,329,Алиенора Аквитанская,0.6709071218278553
Eleanor_of_Aquitaine,1122,False,256125,6188,329,Алиенора Аквитанская,0.6709071218278553
Averroes,1126,False,150995,2137,216,Ибн Рушд,0.6149596518594131
Henry_the_Lion,1129,False,101738,1153,116,Генрих Лев,0.5635604776517597
Louis_VII_of_France,1120,False,201888,386,225,Людовик VII,0.5603743765275104
Constance_of_Hauteville,1128,False,127207,282,119,Констанция (королева Сицилии),0.5192477056763204
William_of_Tyre,1128,False,72153,323,74,Вильгельм Тирский,0.49873143725133035
Absalon,1128,False,88924,318,45,Абсалон,0.4757484446248144
Alain_de_Lille,1128,False,69056,145,72,Алан Лилльский,0.46727793786897787
Emperor_Go-Shirakawa,1127,False,166940,323,28,Император Го-Сиракава,0.4536659163149433
Constance_of_Antioch,1127,False,80964,181,32,Констанция (княгиня Антиохии),0.4387361535496086
"Matilda_of_Savoy,_Queen_of_Portugal",1125,False,68716,118,23,Мафальда Савойская,0.4052727555231544
Ioveta_of_Bethany,1120,False,51664,85,28,Иовета Вифанская,0.4021906995588071
Minamoto_no_Yoshitomo,1123,False,55492,142,19,Минамото-но Ёситомо,0.39847087356320304
Renaud_de_Courtenay,1125,False,69646,72,28,Рено де Куртене,0.3976276661026345
Ottokar_III_of_Styria,1124,False,65517,70,25,Отакар III (маркграф Штирии),0.3906152713581467
Sibylla_of_Burgundy,1126,False,66585,74,16,Сибилла Бургундская (королева Сицилии),0.3684265876112304
Lu_You,1125,False,40638,165,11,Лу Ю,0.3628039395332952
Emperor_Xiaozong,1127,False,90987,147,10,Сяо-цзун (династия Сун),0.3566429042535312
Uijong_of_Goryeo,1127,False,61769,63,2,Ыйджон (правитель Корё),0.15597898698389462
Fan_Chengda,1126,False,45797,0,5,Фань Чэнда,0.10889805380484667
Elisabeth_of_Schönau,1129,,1,1,1,?,0.05448825167540282
Yang_Wanli,1127,,1,1,1,?,0.05448825167540282
Eynion_de_Tilston,1126,,1,1,1,?,0.05448825167540282
Ascelina,1121,,1,1,1,?,0.05448825167540282
