link,year,disambiguation,length,pageviews,revisions,title,score
Vsevolod_I_of_Kiev,1030,False,195552,8880,202,Всеволод Ярославич,0.6529501227880812
Anselm_of_Canterbury,1033,False,180647,2070,213,Ансельм Кентерберийский,0.6156199629597189
Roger_I_of_Sicily,1031,False,303168,610,311,Рожер I (граф Сицилии),0.5946356257274603
Matilda_of_Flanders,1031,False,199800,882,132,Матильда Фландрская,0.5685980152792425
Vratislav_II,1032,False,100043,487,72,Вратислав II,0.5140871919581526
Stanislaus_of_Szczepanów,1030,False,74752,416,72,Станислав Щепановский,0.5062438966967944
Shen_Kuo,1031,False,78501,206,72,Шэнь Ко,0.4821067934908011
Su_Dongpo,1037,False,57435,503,42,Су Ши,0.4816956729738066
Hereward_the_Wake,1035,False,63777,368,32,Херевард,0.4583110283148794
"Baldwin_VI,_Count_of_Flanders",1030,False,76815,132,51,Бодуэн VI (граф Фландрии),0.4498318423263119
Emperor_Daozong_of_Liao,1032,False,66613,97,23,Дао-цзун,0.3984036209794826
"Hawise,_Duchess_of_Brittany",1037,False,58285,99,23,Авуаза,0.39828879289215147
Cheng_Yi_(philosopher),1033,False,47791,77,28,Чэн И,0.39791022182864955
Emperor_Yingzong_of_Song,1032,False,97063,113,13,Ин-цзун (династия Сун),0.3699616846524985
Anselm_of_Lucca,1036,False,58525,60,13,Ансельмо ди Лукка,0.34811371942627084
Emperor_Go-Sanjō,1034,False,126927,230,4,Император Го-Сандзё,0.27135843977505986
Minamoto_no_Yoshiie,1039,False,49640,0,8,Минамото-но Ёсииэ,0.1148691308080795
Kyansittha,1030,,1,1,1,?,0.05448825167540282
"Beatrice_I,_Abbess_of_Quedlinburg",1037,,1,1,1,?,0.05448825167540282
"Sancho_Garcés,_Lord_of_Uncastillo",1038,,1,1,1,?,0.05448825167540282
Empress_Gao_(Song_dynasty),1032,,1,1,1,?,0.05448825167540282
Judith_of_Flanders_(died_1095),1033,,1,1,1,?,0.05448825167540282
