link,year,disambiguation,length,pageviews,revisions,title,score
Nicholas_II_of_Russia,1868,False,1141953,126393,3675,Николай II,0.8748445587030875
Anton_Chekhov,1860,False,599331,95910,2628,"Чехов, Антон Павлович",0.8428348493524267
Maxim_Gorky,1868,False,787571,70371,2279,Максим Горький,0.8344871489744862
Grigori_Rasputin,1869,False,492134,52766,2547,"Распутин, Григорий Ефимович",0.822637527224212
Carl_Gustaf_Emil_Mannerheim,1867,False,454103,21474,1116,"Маннергейм, Карл Густав Эмиль",0.7653347925007963
Mohandas_Gandhi,1869,False,279547,35741,809,Махатма Ганди,0.7567892786417529
Fridtjof_Nansen,1861,False,810780,7282,1347,"Нансен, Фритьоф",0.7492333750260239
Fridtjof_Nansen,1861,False,810780,7282,1347,"Нансен, Фритьоф",0.7492333750260239
Marie_Curie,1867,False,287660,27591,639,"Склодовская-Кюри, Мария",0.7407196372017627
Max_Weber,1864,False,511983,19335,617,"Вебер, Макс",0.7393307218741515
Dmitry_Merezhkovsky,1866,False,650335,10411,812,"Мережковский, Дмитрий Сергеевич",0.7375617630130409
Gustav_Mahler,1860,False,601442,7183,944,"Малер, Густав",0.7311931228195657
Henry_Ford,1863,False,190538,23830,601,"Форд, Генри",0.7276052269240728
Józef_Piłsudski,1867,False,412729,9123,785,"Пилсудский, Юзеф",0.7256693130233469
Constantin_Stanislavski,1863,False,274225,22021,523,"Станиславский, Константин Сергеевич",0.7255012219172186
Nadezhda_Konstantinovna_Krupskaya,1869,False,185971,22755,542,"Крупская, Надежда Константиновна",0.7215462266434202
George_V,1865,False,393703,21589,423,Георг V,0.7206853082934708
Valentin_Serov,1865,False,434608,17637,437,"Серов, Валентин Александрович",0.7187424168013232
H._G._Wells,1866,False,218474,16515,564,"Уэллс, Герберт Джордж",0.7180942000723083
Rudyard_Kipling,1865,False,201652,18962,521,"Киплинг, Редьярд",0.7167391139168492
George_Gurdjieff,1866,False,200498,10617,637,"Гурджиев, Георгий Иванович",0.7103074835283147
Wassily_Kandinsky,1866,False,174859,16316,492,"Кандинский, Василий Васильевич",0.7082050271692549
1944,1864,False,374596,6973,584,1944 год,0.704394481694873
Wilbur_Wright,1867,False,350579,10271,455,Братья Райт,0.7035463495769969
Rabindranath_Tagore,1861,False,437894,6928,496,"Тагор, Рабиндранат",0.6995231658494296
O._Henry,1862,False,148737,13581,475,О. Генри,0.6994887748790612
Grand_Duchess_Elizabeth_Feodorovna_of_Russia,1864,False,249918,10704,402,Елизавета Фёдоровна,0.6941296468195483
Robert_Falcon_Scott,1868,False,357568,4778,604,"Скотт, Роберт",0.6937526174836338
Henri_Matisse,1869,False,274653,9593,391,"Матисс, Анри",0.6914062868579367
Claude_Debussy,1862,False,178444,10454,420,"Дебюсси, Клод",0.6903869050127176
Archduke_Franz_Ferdinand_of_Austria,1863,False,188809,10252,342,Франц Фердинанд,0.6814916733112744
Gustav_Klimt,1862,False,195653,14249,262,"Климт, Густав",0.6771629693070035
