link,year,disambiguation,length,pageviews,revisions,title,score
Adolf_Hitler,1889,False,1284776,128549,5807,Adolf Hitler,0.8944996938934459
Charlie_Chaplin,1889,False,634743,65327,2456,Charlie Chaplin,0.8315573700048537
Pablo_Picasso,1881,False,342599,78419,2249,Pablo Picasso,0.8210647289847174
Benito_Mussolini,1883,False,622517,29220,2133,Benito Mussolini,0.8041598493363361
Le_Corbusier,1887,False,423848,30648,2106,Le Corbusier,0.7982507975159541
Martin_Heidegger,1889,False,676360,11348,3995,Martin Heidegger,0.7978402544368346
Guillaume_Apollinaire,1880,False,187622,43903,1881,Guillaume Apollinaire,0.7880746698132629
Franklin_D._Roosevelt,1882,False,584876,31040,1351,Franklin Delano Roosevelt,0.7871011005681248
John_Maynard_Keynes,1883,False,439909,13371,2219,John Maynard Keynes,0.7766266823781913
Mustafa_Kemal_Atatürk,1881,False,342378,17168,1768,Mustafa Kemal Atatürk,0.7717945368884099
Coco_Chanel,1883,False,216348,28388,1446,Coco Chanel,0.7698887917806309
Jean_Cocteau,1889,False,241154,23552,1398,Jean Cocteau,0.7656949272240695
Pierre_Laval,1883,False,563913,13238,1434,Pierre Laval,0.7647563687792235
Sacha_Guitry,1885,False,238602,32230,1103,Sacha Guitry,0.76436521832361
Marc_Chagall,1887,False,181238,19687,1302,Marc Chagall,0.753044558876358
Marcel_Duchamp,1887,False,270758,13451,1381,Marcel Duchamp,0.7517637410484433
Georges_Braque,1882,False,446999,8593,1407,Georges Braque,0.7471810308366188
Franz_Kafka,1883,False,191604,16238,1190,Franz Kafka,0.74549909975242
Stefan_Zweig,1881,False,188040,18552,1004,Stefan Zweig,0.7422426889719316
Harry_S._Truman,1884,False,554873,14813,751,Harry S. Truman,0.7419877400104272
Blaise_Cendrars,1887,False,202543,12164,1151,Blaise Cendrars,0.7372166172800148
Igor_Stravinsky,1882,False,158057,10615,1406,Igor Stravinsky,0.7361261536459632
René_Guénon,1886,False,466193,6541,1278,René Guénon,0.7357061823060435
Robert_Schuman,1886,False,449084,10241,865,Robert Schuman,0.7341761702798091
Maurice_Chevalier,1888,False,620417,6753,856,Maurice Chevalier,0.7259157564806532
François_Mauriac,1885,False,235236,10534,803,François Mauriac,0.7219465464491828
Fernando_Pessoa,1888,False,316841,5396,1218,Fernando Pessoa,0.7218949580015674
Jean_de_Lattre_de_Tassigny,1889,False,285935,6833,1031,Jean de Lattre de Tassigny,0.7218216512456882
George_Patton,1885,False,423002,7952,757,George Patton,0.7205432035925075
