link,year,disambiguation,length,pageviews,revisions,title,score
Omar_Khayyám,1048,False,274413,6217,801,Omar Khayyam,0.7089019651139288
Alexius_I_Comnenus,1048,False,530314,1620,1245,Alexis Ier Comnène,0.6866203058885904
Rodrigo_Diaz_de_Vivar,1044,False,106183,5014,501,Rodrigo Díaz de Vivar,0.6697444682897732
El_Cid,1043,False,106183,5014,501,Rodrigo Díaz de Vivar,0.6697444682897732
Rashi,1040,False,167741,2379,335,Rachi,0.6381784204697809
Pope_Urban_II,1042,False,147820,3190,259,Urbain II,0.6343204555661792
Matilda_of_Tuscany,1046,False,90090,651,264,Mathilde de Toscane,0.577460767718608
"Stephen,_Count_of_Blois",1045,False,71210,690,150,Étienne II de Blois,0.5548041036795605
"Fulk_IV,_Count_of_Anjou",1043,False,102580,587,94,Foulques IV d'Anjou,0.532997928488381
Ladislaus_I_of_Hungary,1040,False,103561,333,115,Ladislas Ier de Hongrie,0.5222550181111036
Alan_Rufus,1040,False,82939,435,65,Alain le Roux,0.5037322473323446
Ida_of_Lorraine,1040,False,56391,353,75,Ide de Boulogne,0.4999678079720184
"Waltheof,_1st_Earl_of_Northampton",1045,False,83027,161,67,Waltheof de Northumbrie,0.4700167590176716
Sikelgaita,1040,False,53505,199,51,Sykelgaite de Salerne,0.4621269579931793
Emperor_Shenzong_of_Song,1048,False,68657,147,34,Song Shenzong,0.43371273851322006
Judith_of_Swabia,1047,False,150467,82,38,Judith de Franconie,0.4218297677891397
Huang_Tingjian,1045,False,49042,58,47,Huang Tingjian,0.4081987479727079
Abu_Muhammad_Baghawi,1043,False,79533,104,23,Al-Baghawi,0.401895447271544
Ingegerd_of_Norway,1046,False,45686,62,21,Ingegerd de Norvège,0.3750437752545748
Arwa_al-Sulayhi,1048,False,40752,102,13,Arwa al-Sulayhi,0.3625417036613303
Godelieve,1049,False,49228,0,49,Godelieve de Gistel,0.1257870021167714
Sheikh_Ahmad-e_Jami,1048,,1,1,1,?,0.05448825167540282
"Adelaide_II,_Abbess_of_Quedlinburg",1045,,1,1,1,?,0.05448825167540282
Áurea_of_San_Millán,1043,,1,1,1,?,0.05448825167540282
Empress_Xiang,1047,,1,1,1,?,0.05448825167540282
Lý_Thị_Diễm,1041,,1,1,1,?,0.05448825167540282
