link,year,disambiguation,length,pageviews,revisions,title,score
Peter_Abelard,1079,False,324473,6282,936,Pierre Abélard,0.7176109626515236
Hugues_de_Payens,1070,False,101272,1472,330,Hugues de Payns,0.6154979691257109
"William_IX,_Duke_of_Aquitaine",1071,False,81653,1866,235,Guillaume IX d'Aquitaine,0.6064844301702126
David_the_Builder,1073,False,357291,412,661,David IV de Géorgie,0.6040847407173355
"Tancred,_Prince_of_Galilee",1072,False,110917,631,198,Tancrède de Hauteville (régent d'Antioche),0.5679709921608525
"Lothair_II,_Holy_Roman_Emperor",1075,False,122841,478,174,Lothaire de Supplinbourg,0.5539447270054393
Orderic_Vitalis,1075,False,83062,558,128,Orderic Vital,0.5427861165736897
"Coloman,_King_of_Hungary",1070,False,81496,212,149,Coloman de Hongrie,0.5119051273656804
Mstislav_I_of_Kiev,1076,False,115117,207,118,Mstislav Ier,0.5055882550994325
"Leopold_III,_Margrave_of_Austria",1073,False,69089,325,81,Léopold III d'Autriche,0.5025741907540391
Alexander_I_of_Scotland,1078,False,83688,123,199,Alexandre Ier (roi d'Écosse),0.4967981739730832
"Edgar,_King_of_Scotland",1074,False,83989,121,146,Edgar (roi d'Écosse),0.4864623320001575
Conrad_II_of_Italy,1074,False,157444,215,60,Conrad de Basse-Lotharingie,0.48122396947075263
Adelaide_del_Vasto,1075,False,60212,184,78,Adélaïde de Montferrat,0.47879335910576987
Emperor_Horikawa,1079,False,85648,135,49,Horikawa,0.44973760296395376
Agnes_of_Germany,1072,False,48619,175,31,Agnès de Franconie,0.43217407541102815
Joseph_ibn_Migash,1077,False,61292,60,65,Joseph ibn Migash II,0.4231157353796883
"Maud,_Countess_of_Huntingdon",1074,False,57469,104,35,Maud de Huntingdon,0.42131283828864535
"Magnus_Erlendsson,_Earl_of_Orkney",1075,False,53010,73,39,Magnus Erlendsson,0.4114385373092504
"Gertrude_of_Flanders,_Duchess_of_Lorraine",1070,False,58004,153,21,Gertrude de Flandre,0.4071042392314653
Princess_Yasuko,1076,False,46514,49,9,Princesse Yasuko,0.31639226643526364
"Constance_of_France,_Princess_of_Antioch",1078,False,181816,0,54,Constance de France (1078-1126),0.12687960653280456
Empress_Meng,1073,,1,1,1,?,0.05448825167540282
Empress_Liu_(Zhezong),1079,,1,1,1,?,0.05448825167540282
