link,year,disambiguation,length,pageviews,revisions,title,score
Anselm_of_Canterbury,1033,False,232653,1996,517,Anselme de Cantorbéry,0.6536407211218346
Matilda_of_Flanders,1031,False,213252,2035,287,Mathilde de Flandre,0.6300167065593659
Shen_Kuo,1031,False,303341,405,480,Shen Kuo,0.5919513575658805
Roger_I_of_Sicily,1031,False,94703,1040,219,Roger Ier de Sicile,0.5872107118673996
Su_Dongpo,1037,False,179980,425,297,Su Shi,0.5728958668102061
"Baldwin_VI,_Count_of_Flanders",1030,False,157741,405,94,Baudouin VI de Flandre,0.5246413771147385
Vratislav_II,1032,False,88104,213,130,Vratislav II de Bohême,0.5079321286412309
Vsevolod_I_of_Kiev,1030,False,102615,215,113,Vsevolod Ier de Kiev,0.5044568911731044
Stanislaus_of_Szczepanów,1030,False,58645,276,76,Stanislas de Szczepanów,0.49247523871921506
Emperor_Go-Sanjō,1034,False,95647,126,58,Go-Sanjō,0.4551922007788174
Anselm_of_Lucca,1036,False,45722,111,70,Anselme de Lucques,0.45164340317245893
"Hawise,_Duchess_of_Brittany",1037,False,42932,123,38,Havoise de Bretagne,0.4293098666199342
Kyansittha,1030,False,76813,102,40,Kyanzittha,0.42878473901505804
Hereward_the_Wake,1035,False,49899,132,30,Hereward l'Exilé,0.42126602904294075
Emperor_Yingzong_of_Song,1032,False,64075,102,24,Song Yingzong,0.4022269700606777
Minamoto_no_Yoshiie,1039,False,47581,100,19,Minamoto no Yoshiie,0.3866158094245275
"Sancho_Garcés,_Lord_of_Uncastillo",1038,False,40227,93,11,Sanche de Uncastillo,0.3483318477611695
Cheng_Yi_(philosopher),1033,False,38911,76,10,Cheng Yi (philosophe),0.3358115763938756
Emperor_Daozong_of_Liao,1032,False,36183,48,10,Liao Daozong,0.3218337784148164
Judith_of_Flanders_(died_1095),1033,False,46949,0,9,Judith de Flandre,0.1159983354686162
"Beatrice_I,_Abbess_of_Quedlinburg",1037,,1,1,1,?,0.05448825167540282
Empress_Gao_(Song_dynasty),1032,,1,1,1,?,0.05448825167540282
