link,year,disambiguation,length,pageviews,revisions,title,score
Adolf_Hitler,1889,False,554118,280936,3377,Adolf Hitler,0.8764518187332744
Pablo_Picasso,1881,False,611106,140707,4774,Pablo Picasso,0.8750734907479659
Benito_Mussolini,1883,False,281592,68465,2789,Benito Mussolini,0.8217856369965789
Charlie_Chaplin,1889,False,299258,69232,2563,Charles Chaplin,0.8202053661608458
Franz_Kafka,1883,False,329467,57370,1944,Franz Kafka,0.8070062840327716
Gabriela_Mistral,1889,False,183077,64035,2400,Gabriela Mistral,0.8058040231886251
Diego_Rivera,1886,False,140737,75175,1795,Diego Rivera,0.7933082512134862
Juan_Ramón_Jiménez,1881,False,153613,35122,2463,Juan Ramón Jiménez,0.7879084526841951
Alfonso_XIII_of_Spain,1886,False,217260,40012,1673,Alfonso XIII de España,0.7842539390755654
Niels_Bohr,1885,False,120539,45242,1534,Niels Bohr,0.7722496760618845
James_Joyce,1882,False,542902,16199,1437,James Joyce,0.7701806436026646
Coco_Chanel,1883,False,290100,36964,1064,Coco Chanel,0.7698021524922622
Alexander_Fleming,1881,False,95056,41000,1732,Alexander Fleming,0.7693466022643521
Franklin_D._Roosevelt,1882,False,163652,49739,1129,Franklin D. Roosevelt,0.7686971746404536
José_Ortega_y_Gasset,1883,False,128837,30834,1320,José Ortega y Gasset,0.7586203136238541
Martin_Heidegger,1889,False,142124,28029,1258,Martin Heidegger,0.7563349543936412
Helen_Keller,1880,False,250556,27609,965,Helen Keller,0.755940874870737
John_Maynard_Keynes,1883,False,162072,29660,1114,John Maynard Keynes,0.755563117902475
Manuel_Azaña,1880,False,252343,16214,1346,Manuel Azaña,0.7549000929423542
Harry_S._Truman,1884,False,527086,24257,738,Harry S. Truman,0.7535501996572156
Pope_John_XXIII,1881,False,199551,18717,1230,Juan XXIII,0.7513090871174712
Le_Corbusier,1887,False,206491,20692,1029,Le Corbusier,0.7477174115659849
Álvaro_Obregón,1880,False,145573,28119,973,Álvaro Obregón,0.7468943569415305
Rómulo_Gallegos,1884,False,101044,34260,923,Rómulo Gallegos,0.7425018279124854
Lluís_Companys,1883,False,333427,6981,1278,Lluís Companys,0.7326249634013455
