link,year,disambiguation,length,pageviews,revisions,title,score
Francis_of_Assisi,1182,False,217460,46492,2297,Francisco de Asís,0.799761961448731
Berengaria_of_Castile,1180,False,148277,3352,310,Berenguela de Castilla,0.6435544522440636
Blanche_of_Castile,1188,False,121820,1813,140,Blanca de Castilla,0.5876546991174861
Louis_VIII_of_France,1187,False,58105,1689,157,Luis VIII de Francia,0.5816099104105815
Ögedei_Khan,1186,False,50055,2592,111,Ogodei,0.5744797765863889
Afonso_II_of_Portugal,1185,False,62248,585,99,Alfonso II de Portugal,0.5300041354185683
"Arthur_I,_Duke_of_Brittany",1187,False,48506,578,82,Arturo I de Bretaña,0.5182744560307843
Chagatai_Khan,1183,False,50294,370,113,Chagatai,0.517953736139144
"Urraca_of_Castile,_Queen_of_Portugal",1186,False,111997,359,88,Urraca de Castilla (reina de Portugal),0.5142989126492657
Jochi,1181,False,61908,545,72,Jochi,0.5128690565111861
Saadi_(poet),1184,False,60913,404,88,Sa'di,0.5124182072669062
Gertrude_of_Merania,1185,False,37950,153,41,Gertrudis de Merania,0.43975170410399195
Emperor_Go-Toba,1180,False,69797,110,43,Go-Toba Tennō,0.4343668319718764
Pedro_Nolasco,1189,False,41120,151,34,Pedro Julio Nolasco,0.430798048090319
Eric_X_of_Sweden,1180,False,38825,121,38,Erik X Knutsson,0.4279320061040704
Inge_II_of_Norway,1185,False,39587,126,26,Inge II de Noruega,0.41050198660540516
Yuri_II_of_Vladimir,1189,False,36478,123,21,Yuri II de Vladímir,0.39730220060613053
Minamoto_no_Yoriie,1182,False,35343,72,28,Minamoto no Yoriie,0.39332156427465115
Skule_Bårdsson,1189,False,46364,50,26,Skule Bårdsson,0.37672915296479986
Konstantin_of_Rostov,1186,False,32592,75,15,Konstantín de Vladímir,0.3611052238620417
"Ela_of_Salisbury,_3rd_Countess_of_Salisbury",1187,False,100256,43,10,Ela de Salisbury,0.322370947186077
"William_of_Winchester,_Lord_of_Lüneburg",1184,False,33905,61,8,Guillermo de Winchester,0.3126986980200658
Xia_Gui,1180,False,49988,76,4,Xia Gui,0.2540368959253857
Philippa_of_Armenia,1183,False,29149,28,4,Felipa de Armenia,0.23375013516511092
Alice_of_Vergy,1182,False,32917,33,2,Alicia de Vergy,0.1505416180761366
"Gilbert_de_Clare,_5th_Earl_of_Gloucester",1180,,1,1,1,?,0.05448825167540282
Song_Ci,1186,,1,1,1,?,0.05448825167540282
"Eleanor,_Fair_Maid_of_Brittany",1184,,1,1,1,?,0.05448825167540282
"Robert_III,_Count_of_Dreux",1185,,1,1,1,?,0.05448825167540282
Yelü_Chucai,1189,,1,1,1,?,0.05448825167540282
Vladimir_III_Rurikovich,1187,,1,1,1,?,0.05448825167540282
Iziaslav_IV_Vladimirovich,1186,,1,1,1,?,0.05448825167540282
Mathilde_of_Angoulême,1181,,1,1,1,?,0.05448825167540282
