link,year,disambiguation,length,pageviews,revisions,title,score
Donatello,1386,False,248580,17400,1021,Donatello,0.7460505132017058
Jan_van_Eyck,1385,False,168801,6302,340,Jan van Eyck,0.6669697989691818
Saint_Rita_of_Cascia,1381,False,58513,13804,285,Rita de Casia,0.6613271509863663
Ferdinand_I_of_Aragon,1380,False,146578,5738,329,Fernando I de Aragón,0.66094724871817
Henry_V_of_England,1386,False,71794,5459,228,Enrique V de Inglaterra,0.6325767155436796
Blanche_I_of_Navarre,1387,False,78126,2013,283,Blanca I de Navarra,0.6157485296420948
Thomas_à_Kempis,1380,False,85784,2439,190,Tomás de Kempis,0.6056646114275763
Cosimo_de'_Medici,1389,False,61436,2745,154,Cosme de Médici,0.5946257986218146
Itzcóatl,1381,False,47549,1794,167,Itzcóatl,0.5833055395711767
Pope_Eugene_IV,1383,False,68647,1017,131,Eugenio IV,0.5608264851524141
Bernardino_of_Siena,1380,False,68201,1022,119,Bernardino de Siena,0.5565510731702835
Lope_de_Barrientos,1382,False,95108,306,287,Lope de Barrientos,0.5510926808875091
Giovanni_da_Capistrano,1386,False,58811,495,109,Juan Capistrano,0.5281529893193432
Jamshīd_al-Kāshī,1380,False,47401,439,82,Ghiyath al-Din Jamshid Mas'ud al-Kashi,0.509383530282095
Gian_Francesco_Poggio_Bracciolini,1380,False,49540,618,63,Poggio Bracciolini,0.5076618720844761
Isabella_of_Valois,1389,False,46670,465,70,Isabel de Francia (1389-1409),0.503719679921026
Eric_of_Pomerania,1382,False,63452,408,67,Erico de Pomerania,0.500608111132786
Frances_of_Rome,1384,False,44450,553,58,Francisca Romana,0.49913673385262
Yolande_of_Aragon,1384,False,64493,461,57,Yolanda de Aragón,0.4965780753492077
Antipope_Felix_V,1383,False,50307,296,78,Amadeo VIII de Saboya,0.49457098400793525
Antoninus_of_Florence,1389,False,52841,265,66,Antonino de Florencia,0.4838128433464966
"John_of_Lancaster,_1st_Duke_of_Bedford",1389,False,43878,327,55,Juan de Lancaster,0.48049588147259453
"Thomas_of_Lancaster,_1st_Duke_of_Clarence",1388,False,42816,119,56,Tomás de Clarence,0.445104909298015
"John_I,_Duke_of_Bourbon",1381,False,39510,223,35,Juan I de Borbón,0.44464825122075763
"Antoine,_Duke_of_Brabant",1384,False,46284,77,85,Antonio de Borgoña,0.4422353014263065
"Thomas_Montagu,_4th_Earl_of_Salisbury",1388,False,48817,71,44,Tomás de Montagu,0.41468878718884283
"John_VI,_Duke_of_Brittany",1389,False,42338,100,26,Juan VI de Bretaña,0.4030624672326474
"Jean_I,_Duke_of_Alençon",1385,False,45371,112,18,Juan I de Alençon,0.38670864711716396
"Thomas_FitzAlan,_12th_Earl_of_Arundel",1381,False,32914,44,37,"Thomas FitzAlan, XII conde de Arundel",0.38350996518557673
"Frederick_IV,_Duke_of_Austria",1382,False,46740,92,18,Federico IV de Austria,0.3806389062714757
Niccolò_Piccinino,1386,False,38334,55,24,Niccolò Piccinino,0.37587298265708424
Johann_Schiltberger,1381,False,47808,49,21,Johann Schiltberger,0.3660374392000426
Dai_Jin,1388,False,33662,45,18,Dai Jin,0.3530612888649679
Ashikaga_Yoshimochi,1386,False,29288,50,16,Ashikaga Yoshimochi,0.3501947660986474
Khalil_Sultan,1384,False,34666,85,11,Khalil Sultan,0.3450941769174755
Anne_de_Bourbon,1380,False,36462,29,11,Ana de Borbón-La Marche,0.3099223826002547
Anne_of_Gloucester,1383,False,44774,42,5,Ana de Gloucester,0.2651062324190955
"Niccolò_III_d'Este,_Marquis_of_Ferrara",1383,False,51486,0,18,Nicolás III de Este,0.12123198649413804
"Joan,_Heiress_of_Navarre",1382,False,87046,0,7,"Juana de Navarra, condesa de Foix",0.1136970365850607
"Edmund_Holland,_4th_Earl_of_Kent",1384,,1,1,1,?,0.05448825167540282
Nguyễn_Trãi,1380,,1,1,1,?,0.05448825167540282
Zbigniew_Oleśnicki_(cardinal),1389,,1,1,1,?,0.05448825167540282
Anna_of_Celje,1381,,1,1,1,?,0.05448825167540282
"John_FitzAlan,_13th_Earl_of_Arundel",1385,,1,1,1,?,0.05448825167540282
Lukeni_lua_Nimi,1380,,1,1,1,?,0.05448825167540282
"Stefan,_Count_Palatine_of_Simmern-Zweibrücken",1385,,1,1,1,?,0.05448825167540282
"Richard_de_Beauchamp,_13th_Earl_of_Warwick",1382,,1,1,1,?,0.05448825167540282
Juliana_Berners,1388,,1,1,1,?,0.05448825167540282
Jan_Želivský,1380,,1,1,1,?,0.05448825167540282
Claudius_Clavus,1388,,1,1,1,?,0.05448825167540282
"Margaret_Beaufort,_Countess_of_Somerset",1385,,1,1,1,?,0.05448825167540282
"Henriette,_Countess_of_Montbéliard",1387,,1,1,1,?,0.05448825167540282
Giovanni_Berardi,1380,,1,1,1,?,0.05448825167540282
Sigismondo_Polcastro,1384,,1,1,1,?,0.05448825167540282
