link,year,disambiguation,length,pageviews,revisions,title,score
Barack_Obama,1961,False,1279009,1273112,26294,Barack Obama,1.0036136236066928
The_Undertaker,1965,False,566641,355596,24389,The Undertaker,0.9503206034605086
Michael_Jordan,1963,False,739798,635583,11786,Michael Jordan,0.9474381695140274
"Diana,_Princess_of_Wales",1961,False,814478,347833,15016,"Diana, Princess of Wales",0.9432064561953717
Shah_Rukh_Khan,1965,False,534862,439829,13737,Shah Rukh Khan,0.9362597449871417
Jennifer_Lopez,1969,False,617438,402495,12964,Jennifer Lopez,0.9356178243059569
Triple_H,1969,False,611899,248383,16532,Triple H,0.9311016397190143
Glenn_Jacobs,1967,False,609927,164949,21714,Kane (wrestler),0.9283113745345863
Johnny_Depp,1963,False,406747,551165,9828,Johnny Depp,0.9237411677700464
Brad_Pitt,1963,False,486487,445178,9096,Brad Pitt,0.9204927468684125
Jennifer_Aniston,1969,False,399915,560534,8642,Jennifer Aniston,0.919284790946065
Kurt_Angle,1968,False,776083,146587,14649,Kurt Angle,0.9186305774324188
Mike_Tyson,1966,False,412221,323829,12106,Mike Tyson,0.9185821372751943
Sarah_Palin,1964,False,693886,142939,14762,Sarah Palin,0.9157287595792845
Dr._Dre,1965,False,442749,503403,7149,Dr. Dre,0.9126310434062536
Janet_Jackson,1966,False,636723,175198,11853,Janet Jackson,0.912423877637063
Whitney_Houston,1963,False,533359,208201,11453,Whitney Houston,0.9118322200874296
Stone_Cold_Steve_Austin,1964,False,508838,200859,12029,Stone Cold Steve Austin,0.9114109823129058
Salman_Khan,1965,False,382274,436943,8135,Salman Khan,0.9105270022961338
David_Cameron,1966,False,730255,187673,9384,David Cameron,0.9095790676488955
Quentin_Tarantino,1963,False,462972,315932,8309,Quentin Tarantino,0.908222675668226
Tom_Cruise,1962,False,343546,483307,7620,Tom Cruise,0.9079632324536492
Michael_Schumacher,1969,False,699645,174719,9694,Michael Schumacher,0.9078798955230423
Ice_Cube,1969,False,311929,444773,8438,Ice Cube,0.9072823754336928
Akshay_Kumar,1967,False,421356,337502,8086,Akshay Kumar,0.906669096003797
Celine_Dion,1968,False,615376,217738,8581,Celine Dion,0.9066365853834321
J._K._Rowling,1965,False,481384,297726,7842,J. K. Rowling,0.905720192694681
Gwen_Stefani,1969,False,344526,284851,10088,Gwen Stefani,0.9053043427043137
Dave_Bautista,1969,False,472687,181263,10754,Dave Bautista,0.9035311127565117
Kurt_Cobain,1967,False,290952,256763,11328,Kurt Cobain,0.9024421124290077
George_Clooney,1961,False,391036,294068,7666,George Clooney,0.8998825311182842
Shawn_Michaels,1965,False,539829,117467,11837,Shawn Michaels,0.8980438267816511
Nicole_Kidman,1967,False,483592,249112,7030,Nicole Kidman,0.8977835008864486
José_Mourinho,1963,False,652035,200714,6554,José Mourinho,0.8965656359984361
Kylie_Minogue,1968,False,558900,149263,8814,Kylie Minogue,0.8957841878925833
Ann_Coulter,1961,False,419395,124226,12022,Ann Coulter,0.8944075302007332
Jeffrey_Dahmer,1960,False,417504,315586,5475,Jeffrey Dahmer,0.8911777934853965
Sean_Combs,1969,False,294262,194097,9753,Sean Combs,0.8911425345673758
Wayne_Gretzky,1961,False,524644,170707,6778,Wayne Gretzky,0.8890330526872131
Marilyn_Manson,1969,False,298833,223047,8117,Marilyn Manson,0.8889512486562918
Aamir_Khan,1965,False,447094,228137,6038,Aamir Khan,0.8886209539342803
Chris_Benoit,1967,False,452482,143685,8401,Chris Benoit,0.8886017758993403
Brett_Favre,1969,False,533188,142868,7413,Brett Favre,0.8878911360097681
Bill_Goldberg,1966,False,546186,144373,7227,Bill Goldberg,0.8878235772400588
Gordon_Ramsay,1966,False,324899,284212,6254,Gordon Ramsay,0.8877740302640742
Diego_Maradona,1960,False,592725,111626,8329,Diego Maradona,0.887508494365709
Will_Smith,1968,False,228468,468857,5648,Will Smith,0.8868636673153851
Eddie_Guerrero,1967,False,491585,110664,9117,Eddie Guerrero,0.8861877299029155
Courtney_Love,1964,False,598571,125945,6831,Courtney Love,0.8843206682231761
Boris_Johnson,1964,False,586020,128210,6787,Boris Johnson,0.8841218225736857
Stephen_Colbert,1964,False,461442,134915,7581,Stephen Colbert,0.88403376136683
A_R_Rahman,1967,False,451165,159859,6332,A. R. Rahman,0.8817884946592174
Daniel_Craig,1968,False,238303,257121,6951,Daniel Craig,0.8817562326242009
Sandra_Bullock,1964,False,371773,251704,5198,Sandra Bullock,0.8815095764028551
Robert_Downey_Jr.,1965,False,346099,279963,5011,Robert Downey Jr.,0.8810213035195494
Bashar_al-Assad,1965,False,713112,167933,4538,Bashar al-Assad,0.8807672361796701
Halle_Berry,1966,False,295136,200601,6852,Halle Berry,0.880487648877724
Julia_Roberts,1967,False,314856,317018,4786,Julia Roberts,0.8799959257107974
Matthew_McConaughey,1969,False,259281,389407,4642,Matthew McConaughey,0.8788621195092339
Slash_(musician),1965,False,349224,144954,7124,Slash (musician),0.877649355251901
Mick_Foley,1965,False,556908,93693,7402,Mick Foley,0.8776215888356799
Keanu_Reeves,1964,False,224477,445546,4498,Keanu Reeves,0.877133736203781
George_Michael,1963,False,414385,117709,7278,George Michael,0.876816470157356
Eddie_Murphy,1961,False,248892,228437,6277,Eddie Murphy,0.8766125620398634
Jodie_Foster,1962,False,426845,210048,4685,Jodie Foster,0.87658055888873
Axl_Rose,1962,False,265724,170197,7373,Axl Rose,0.8765012568725254
Michelle_Obama,1964,False,526776,268415,3566,Michelle Obama,0.8764907101642336
Björk,1965,False,485835,127769,6097,Björk,0.8764259711485793
R._Kelly,1967,False,366955,128778,7239,R. Kelly,0.8762835873622863
Nicolas_Cage,1964,False,266381,298375,4938,Nicolas Cage,0.8759149282735428
Jim_Carrey,1962,False,263771,327133,4681,Jim Carrey,0.8757904671763255
Suge_Knight,1965,False,194073,428950,4744,Suge Knight,0.8747472534752216
Jeremy_Clarkson,1960,False,308991,132647,7594,Jeremy Clarkson,0.8747395299459114
Mohanlal,1960,False,396258,94841,8225,Mohanlal,0.8740913466418982
Barry_Bonds,1964,False,563115,65255,8724,Barry Bonds,0.8730516308329426
Michael_J._Fox,1961,False,266655,211321,5680,Michael J. Fox,0.872994161688631
Russell_Crowe,1964,False,353138,170228,5428,Russell Crowe,0.8726433732194097
Pamela_Anderson,1967,False,230504,179593,6935,Pamela Anderson,0.8724507971266987
Cate_Blanchett,1969,False,562497,178897,3858,Cate Blanchett,0.8714175006595382
Eazy-E,1963,False,154929,452553,4818,Eazy-E,0.8708241586505844
Adam_Sandler,1966,False,158899,275615,6370,Adam Sandler,0.8704667474623278
Hugh_Jackman,1968,False,316133,274211,3993,Hugh Jackman,0.8701980397848893
Ricky_Gervais,1961,False,404287,114912,6156,Ricky Gervais,0.8701039831320696
Catherine_Zeta-Jones,1969,False,421165,201930,4038,Catherine Zeta-Jones,0.8699168587737552
Jack_Black,1969,False,192671,164849,7711,Jack Black,0.8695320360206444
Helena_Bonham_Carter,1966,False,361363,226198,4023,Helena Bonham Carter,0.8690911663124108
Glenn_Beck,1964,False,467389,69956,8168,Glenn Beck,0.8690768072794626
Philip_Seymour_Hoffman,1967,False,456896,177484,4078,Philip Seymour Hoffman,0.8689676091940259
Conan_O'Brien,1963,False,312249,140270,6019,Conan O'Brien,0.8687071573477978
Vin_Diesel,1967,False,159254,400103,4749,Vin Diesel,0.8684468893939554
Jon_Stewart,1962,False,395013,98999,6645,Jon Stewart,0.8682735134872456
Charlie_Sheen,1965,False,247047,267784,4477,Charlie Sheen,0.8682403036299235
Jean-Claude_Van_Damme,1960,False,266139,221884,4805,Jean-Claude Van Damme,0.8682369539147743
Susan_Boyle,1961,False,420616,174950,4131,Susan Boyle,0.8673485792323163
Charles_Barkley,1963,False,431755,121372,5128,Charles Barkley,0.8666592982364614
Ben_Stiller,1965,False,273876,176110,5137,Ben Stiller,0.8658510575181763
Dennis_Rodman,1961,False,451027,155468,3979,Dennis Rodman,0.8646201675386691
Booker_Huffman,1965,False,533012,53495,8198,Booker T (wrestler),0.8642682075763224
Steve_Carell,1962,False,218832,185995,5493,Steve Carell,0.8642657081791437
Zakir_Naik,1965,False,283013,75096,9304,Zakir Naik,0.8641472426833123
Dave_Grohl,1969,False,320959,120495,5754,Dave Grohl,0.8640150329222788
Demi_Moore,1962,False,255941,234828,4008,Demi Moore,0.8621138287086423
Ayrton_Senna,1960,False,590535,83702,4855,Ayrton Senna,0.8615567403300678
Salma_Hayek,1966,False,189498,231305,4799,Salma Hayek,0.8612043933673659
