link,year,disambiguation,length,pageviews,revisions,title,score
Dante_Alighieri,1265,False,252510,83349,4487,Dante Alighieri,0.8410907715977094
Ibn_Taymiyyah,1263,False,507477,18676,2578,Ibn Taymiyyah,0.7943948649990885
Giotto_di_Bondone,1267,False,167137,22192,1914,Giotto,0.7686350460074626
Philip_IV_of_France,1268,False,273862,19701,995,Philip IV of France,0.749998036177871
Meister_Eckhart,1260,False,276399,12653,898,Meister Eckhart,0.73407144553467
Duns_Scotus,1266,False,280669,9147,958,Duns Scotus,0.7275534145975645
Pope_Clement_V,1264,False,172010,6491,415,Pope Clement V,0.6766896207504254
Beatrice_Portinari,1266,False,69375,11648,364,Beatrice Portinari,0.6713659482167362
Denis_of_Portugal,1261,False,275134,2495,401,Denis of Portugal,0.653437339019677
Władysław_I_the_Elbow-high,1261,False,108810,2768,297,Władysław I the Elbow-high,0.6318620793182365
Ladislaus_IV_of_Hungary,1262,False,195221,1743,332,Ladislaus IV of Hungary,0.6298651883200059
James_II_of_Aragon,1267,False,150131,2200,241,James II of Aragon,0.6205369304635481
Khutulun,1260,False,39479,10182,99,Khutulun,0.5947026412907471
Matthew_III_Csák,1260,False,107137,576,411,Matthew III Csák,0.5900860738905203
Roger_de_Flor,1267,False,89634,1165,211,Roger de Flor,0.5886990449626349
Daniel_of_Moscow,1261,False,53605,1861,169,Daniel of Moscow,0.5865110889130604
"Mahaut,_Countess_of_Artois",1268,False,106985,964,151,"Mahaut, Countess of Artois",0.5706634179696848
Zhou_Daguan,1266,False,58615,950,178,Zhou Daguan,0.5698486249114659
Emperor_Fushimi,1265,False,77450,1237,135,Emperor Fushimi,0.5694810739456577
Alfonso_III_of_Aragon,1265,False,120280,926,143,Alfonso III of Aragon,0.5683197191706214
Clare_of_Montefalco,1268,False,56459,841,187,Clare of Montefalco,0.5674264744639848
Emperor_Go-Uda,1267,False,74351,1133,138,Emperor Go-Uda,0.5673680378776685
Albertino_Mussato,1261,False,141581,430,263,Albertino Mussato,0.5666005985370668
"Hugh_le_Despenser,_1st_Earl_of_Winchester",1261,False,52023,1379,129,"Hugh le Despenser, 1st Earl of Winchester",0.5655690501869536
Maximus_Planudes,1260,False,51983,1088,145,Maximus Planudes,0.5638766866396222
"Arthur_II,_Duke_of_Brittany",1261,False,121923,914,130,"Arthur II, Duke of Brittany",0.5637895754822798
"Margaret_of_Scotland,_Queen_of_Norway",1261,False,118488,1044,117,"Margaret of Scotland, Queen of Norway",0.5627077459236376
"Otto_III,_Duke_of_Bavaria",1261,False,120163,894,125,"Otto III, Duke of Bavaria",0.5611524646345332
"John_of_Brittany,_Earl_of_Richmond",1266,False,134324,595,158,"John of Brittany, Earl of Richmond",0.5589534621559213
Maria_de_Molina,1265,False,114234,706,127,María de Molina,0.5537384124751099
"Yolande_of_Dreux,_Queen_of_Scotland",1263,False,107830,495,164,"Yolande of Dreux, Queen of Scotland",0.5515192536218574
"Eleanor_of_England,_Countess_of_Bar",1269,False,91668,1161,89,"Eleanor of England, Countess of Bar",0.5496140669196077
Hethum_II_of_Armenia,1266,False,86499,380,172,"Hethum II, King of Armenia",0.5411209032760506
"Richard_FitzAlan,_8th_Earl_of_Arundel",1267,False,94071,931,83,"Richard FitzAlan, 8th Earl of Arundel",0.5401102357603995
"Elizabeth_of_Carinthia,_Queen_of_Germany",1262,False,111333,433,138,"Elizabeth of Carinthia, Queen of Germany",0.540074460624533
Emperor_Duanzong,1268,False,47329,895,94,Emperor Duanzong,0.5373827493313885
Guillaume_de_Nogaret,1260,False,53248,959,84,Guillaume de Nogaret,0.535289543127417
Enguerrand_de_Marigny,1260,False,47326,754,97,Enguerrand de Marigny,0.5338165159698538
Walter_de_Stapledon,1261,False,75543,582,100,Walter de Stapledon,0.5323799404153858
Huang_Gongwang,1269,False,47401,633,89,Huang Gongwang,0.5245938756730604
Hedwig_of_Kalisz,1266,False,75270,438,74,Hedwig of Kalisz,0.5092743682291397
"John_of_Castile,_Lord_of_Valencia_de_Campos",1260,False,129941,284,87,"John of Castile, Lord of Valencia de Campos",0.5066753261623326
Philip_of_Artois,1269,False,86862,602,54,Philip of Artois,0.5043921627096606
Rigdzin_Kumaradza,1266,False,52874,179,86,Rigdzin Kumaradza,0.48043725289270545
"Theobald_II,_Duke_of_Lorraine",1263,False,37445,490,43,"Theobald II, Duke of Lorraine",0.4782283589492046
Kyawswa_of_Pagan,1260,False,69907,245,58,Kyawswa of Pagan,0.47769410174367105
"Bohemond_VII,_Count_of_Tripoli",1261,False,39887,234,64,"Bohemond VII, Count of Tripoli",0.475450172227795
Prince_Koreyasu,1264,False,37474,222,67,Prince Koreyasu,0.47499079299658864
"Henry_de_Cobham,_1st_Baron_Cobham",1260,False,38486,201,63,"Henry de Cobham, 1st Baron Cobham",0.4690282527308286
Constantine_Palaiologos_(son_of_Michael_VIII),1261,False,36698,250,22,Constantine Palaiologos (son of Michael VIII),0.4206807899613884
Margaret_of_Villehardouin,1266,False,36107,135,22,Margaret of Villehardouin,0.40280873283880736
Konoe_Iemoto,1261,False,27712,66,18,Konoe Iemoto,0.36624313788760043
Giovanna_da_Orvieto,1264,False,41611,0,4,Giovanna da Orvieto,0.10499262961220686
