link,year,disambiguation,length,pageviews,revisions,title,score
Al-Ghazali,1058,False,314114,28205,1743,Al-Ghazali,0.7835799135626438
Godefroy_de_Bouillon,1058,False,157267,13364,783,Godfrey of Bouillon,0.7207217655480385
"Henry_IV,_Holy_Roman_Emperor",1050,False,203573,10153,782,"Henry IV, Holy Roman Emperor",0.7175301248641477
Milarepa,1052,False,159035,5215,417,Milarepa,0.6696459253875909
Philip_I_of_France,1052,False,128274,7201,356,Philip I of France,0.6684155668826953
Vladimir_Monomakh,1053,False,75473,3102,347,Vladimir II Monomakh,0.6361589347427064
Edgar_Atheling,1051,False,110186,686,815,Edgar Ætheling,0.6184252570305735
Emperor_Shirakawa,1053,False,91143,1288,147,Emperor Shirakawa,0.5765050138255511
Fulcher_of_Chartres,1059,False,48652,1458,112,Fulcher of Chartres,0.5596688396575993
Mi_Fu,1051,False,65809,927,127,Mi Fu,0.556125711266039
Al-Hariri_of_Basra,1054,False,54038,1028,121,Al-Hariri of Basra,0.554673640455286
Judith_of_Swabia,1054,False,124952,547,145,Judith of Swabia,0.551677725785967
Bertha_of_Savoy,1051,False,56371,967,111,Bertha of Savoy,0.5494559599424274
Bertha_of_Savoy,1051,False,56371,967,111,Bertha of Savoy,0.5494559599424274
Guibert_of_Nogent,1053,False,49617,893,118,Guibert of Nogent,0.5483182629403429
"Leopold_II,_Margrave_of_Austria",1050,False,68122,777,91,"Leopold II, Margrave of Austria",0.5358490897047886
"Ramon_Berenguer_II,_Count_of_Barcelona",1053,False,38364,1053,74,"Ramon Berenguer II, Count of Barcelona",0.5276764408304243
"Baldwin_II,_Count_of_Hainaut",1056,False,39123,750,69,"Baldwin II, Count of Hainaut",0.5151599671159223
Ida_of_Austria,1055,False,70119,486,70,Ida of Formbach-Ratelnberg,0.5092192665113908
Hugh_of_Grenoble,1052,False,49661,373,60,Hugh of Châteauneuf,0.49006974473095416
St-Hugues,1053,False,49633,373,60,Hugh of Châteauneuf,0.4900642529105567
"Berenguer_Ramon_II,_Count_of_Barcelona",1053,False,31632,414,53,"Berenguer Ramon II, Count of Barcelona",0.4826465626108757
"Hugh_I,_Duke_of_Burgundy",1057,False,33366,310,54,"Hugh I, Duke of Burgundy",0.4752577282297701
Theodora_Anna_Doukaina_Selvo,1058,False,35232,224,63,Theodora Anna Doukaina Selvo,0.47203844761490327
"Agnes_of_Aquitaine,_Countess_of_Savoy",1052,False,36692,245,44,"Agnes of Aquitaine, Countess of Savoy",0.45868593216685866
Hildegarde_of_Burgundy,1056,False,29134,658,18,Hildegarde of Burgundy,0.4275951756464222
Sophia_of_Hungary,1050,False,32194,499,15,Sophia of Hungary,0.4090905987044072
