link,year,disambiguation,length,pageviews,revisions,title,score
Emperor_Go-Toba,1180,False,249493,13885,250,後鳥羽天皇,0.6776938164882481
Francis_of_Assisi,1182,False,277516,5417,397,アッシジのフランチェスコ,0.6766071622326593
Minamoto_no_Yoriie,1182,False,98545,8524,241,源頼家,0.6508199758768727
Ögedei_Khan,1186,False,93930,2644,162,オゴデイ,0.6017263432595288
Jochi,1181,False,67330,2028,108,ジョチ,0.5707448345505655
Yelü_Chucai,1189,False,66791,1771,86,耶律楚材,0.555484929880495
Chagatai_Khan,1183,False,55577,1060,80,チャガタイ,0.5361119549411842
Louis_VIII_of_France,1187,False,80356,849,73,ルイ8世 (フランス王),0.5292919128191363
"Arthur_I,_Duke_of_Brittany",1187,False,46116,375,102,アルテュール1世 (ブルターニュ公),0.5132788938374463
Blanche_of_Castile,1188,False,59911,413,56,ブランシュ・ド・カスティーユ,0.4916357357177487
Saadi_(poet),1184,False,57304,224,57,サアディー,0.4720235340978594
Berengaria_of_Castile,1180,False,60458,192,62,ベレンゲラ (カスティーリャ女王),0.47072691279755113
Afonso_II_of_Portugal,1185,False,77684,150,52,アフォンソ2世 (ポルトガル王),0.455715599172267
Xia_Gui,1180,False,33709,238,27,夏珪,0.43095732710657836
Yuri_II_of_Vladimir,1189,False,62652,154,31,ユーリー2世,0.42984366946065966
Konstantin_of_Rostov,1186,False,70440,127,28,コンスタンチン (ウラジーミル大公),0.4187026514068197
Song_Ci,1186,False,28238,113,32,宋慈,0.4148233285076508
"Urraca_of_Castile,_Queen_of_Portugal",1186,False,38040,133,27,ウラカ・デ・カスティーリャ (ポルトガル王妃),0.41401986617104053
"Eleanor,_Fair_Maid_of_Brittany",1184,False,34868,78,29,エレノア・オブ・ブリタニー,0.3979791845532994
Vladimir_III_Rurikovich,1187,False,61541,67,28,ウラジーミル4世,0.39399284694614933
Iziaslav_IV_Vladimirovich,1186,False,66617,52,32,イジャスラフ4世,0.38967014743497874
"William_of_Winchester,_Lord_of_Lüneburg",1184,False,39625,70,12,ヴィルヘルム (リューネブルク公),0.3460072966194036
Gertrude_of_Merania,1185,False,40744,117,3,ゲルトルート・フォン・アンデクス,0.22290832246917414
Skule_Bårdsson,1189,,1,1,1,?,0.05448825167540282
"Gilbert_de_Clare,_5th_Earl_of_Gloucester",1180,,1,1,1,?,0.05448825167540282
Inge_II_of_Norway,1185,,1,1,1,?,0.05448825167540282
"Robert_III,_Count_of_Dreux",1185,,1,1,1,?,0.05448825167540282
Pedro_Nolasco,1189,,1,1,1,?,0.05448825167540282
Eric_X_of_Sweden,1180,,1,1,1,?,0.05448825167540282
Alice_of_Vergy,1182,,1,1,1,?,0.05448825167540282
"Ela_of_Salisbury,_3rd_Countess_of_Salisbury",1187,,1,1,1,?,0.05448825167540282
Philippa_of_Armenia,1183,,1,1,1,?,0.05448825167540282
Mathilde_of_Angoulême,1181,,1,1,1,?,0.05448825167540282
