group,name,description,image
E,Chisinau,Moldova,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Flag_of_Chi%C8%99in%C4%83u.svg/1920px-Flag_of_Chi%C8%99in%C4%83u.svg.png
E,Riga,Latvia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_Riga.svg/1920px-Flag_of_Riga.svg.png
E,Luxembourg,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Flag_of_Luxembourg_%28city%29.svg/1280px-Flag_of_Luxembourg_%28city%29.svg.png
E,San Marino,San Marino,https://upload.wikimedia.org/wikipedia/commons/3/3d/Flag_of_City_of_San_Marino.png
E,Vaduz,Liechtenstein,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Vaduz_Liechtenstein-1.svg/320px-Flag_of_Vaduz_Liechtenstein-1.svg.png

F,Ankara,Turkey,https://www.crwflags.com/fotw/images/t/tr-06-an.gif
F,Pristina,Kosovo,https://upload.wikimedia.org/wikipedia/commons/a/a1/Flag_of_Pristina.png
F,Sofia,Bulgaria,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/BG_Sofia_flag.svg/1920px-BG_Sofia_flag.svg.png
F,Yerevan,Armenia,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Yerevan.jpeg

