path,category
/home/uri.granta/Downloads/fotw/images/s/sk-kk-hu.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-krupi.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-le-sh.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-marti.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-mi-ka.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-mt-dr.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-no-mu.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-nz-ja.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-pe-kl.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-sabin.gif,RGB
/home/uri.granta/Downloads/fotw/images/s/sk-sc-id.gif,RGB
