link,year,disambiguation,length,pageviews,revisions,title,score
Su_Dongpo,1037,False,210193,17792,703,苏轼,0.7287168161674474
Emperor_Yingzong_of_Song,1032,False,89059,2081,129,宋英宗,0.5836921327092709
Shen_Kuo,1031,False,97778,1496,131,沈括,0.5764118539277437
Cheng_Yi_(philosopher),1033,False,59760,871,96,程颐,0.540299026783081
Anselm_of_Canterbury,1033,False,225812,545,76,坎特伯雷的安瑟莫,0.5277430867301375
Emperor_Daozong_of_Liao,1032,False,58569,911,71,辽道宗,0.5264619717506678
Empress_Gao_(Song_dynasty),1032,False,58988,457,69,宣仁皇后,0.5048837647951705
Emperor_Go-Sanjō,1034,False,74270,349,55,後三條天皇,0.4874415226255848
Minamoto_no_Yoshiie,1039,False,39665,432,29,源義家,0.4526891799889824
Matilda_of_Flanders,1031,False,62842,150,38,佛兰德的玛蒂尔达,0.4393493016265249
Vsevolod_I_of_Kiev,1030,False,89566,85,53,弗谢沃洛德一世·雅罗斯拉维奇,0.43431047354206415
Kyansittha,1030,False,29404,86,17,江喜陀,0.3723006236388272
Vratislav_II,1032,False,51662,71,6,弗拉季斯拉夫二世,0.2940251470911963
"Sancho_Garcés,_Lord_of_Uncastillo",1038,,1,1,1,?,0.05448825167540282
Anselm_of_Lucca,1036,,1,1,1,?,0.05448825167540282
"Beatrice_I,_Abbess_of_Quedlinburg",1037,,1,1,1,?,0.05448825167540282
"Baldwin_VI,_Count_of_Flanders",1030,,1,1,1,?,0.05448825167540282
"Hawise,_Duchess_of_Brittany",1037,,1,1,1,?,0.05448825167540282
Stanislaus_of_Szczepanów,1030,,1,1,1,?,0.05448825167540282
Roger_I_of_Sicily,1031,,1,1,1,?,0.05448825167540282
Hereward_the_Wake,1035,,1,1,1,?,0.05448825167540282
Judith_of_Flanders_(died_1095),1033,,1,1,1,?,0.05448825167540282
