link,year,disambiguation,length,pageviews,revisions,title,score
Abraham_Lincoln,1809,False,574296,14155,622,亚伯拉罕·林肯,0.7331290254735718
Charles_Darwin,1809,False,325366,7869,473,查尔斯·达尔文,0.6969202388360427
Hans_Christian_Andersen,1805,False,227769,9322,350,安徒生,0.6829014565464119
Victor_Hugo,1802,False,338776,5352,387,维克多·雨果,0.6778712490650312
Napoleon_III,1808,False,247474,3685,290,拿破仑三世,0.6502678873363759
Edgar_Allan_Poe,1809,False,238976,3768,262,爱伦·坡,0.6458931520217133
Alexandre_Dumas,1802,False,191192,3255,268,大仲马,0.6398237673910312
Felix_Mendelssohn,1809,False,176301,3015,184,费利克斯·门德尔松·巴托尔迪,0.6193764746528448
Robert_E._Lee,1807,False,103996,1814,220,羅伯特·李,0.6060842606117604
John_Stuart_Mill,1806,False,155173,2430,153,约翰·斯图尔特·密尔,0.6030040302693027
Giuseppe_Garibaldi,1807,False,370229,1294,172,朱塞佩·加里波底,0.5994637661806725
Jefferson_Davis,1808,False,167213,1616,159,傑佛遜·戴維斯,0.5940264275603725
Hector_Berlioz,1803,False,187738,1263,173,埃克托·柏辽兹,0.591618810783155
Benjamin_Disraeli,1804,False,405344,688,216,本傑明·迪斯雷利,0.5882660779220976
Ralph_Waldo_Emerson,1803,False,86429,2052,134,拉尔夫·沃尔多·爱默生,0.5847799320599456
Niels_Henrik_Abel,1802,False,92698,799,207,尼尔斯·阿贝尔,0.5758688459975542
Nikolai_Gogol,1809,False,135325,871,171,尼古拉·瓦西里耶维奇·果戈里,0.575382700554133
Andrew_Johnson,1808,False,120693,1211,133,安德鲁·约翰逊,0.5733762175016971
Joseph_Smith,1805,False,139411,719,139,約瑟·斯密,0.5604233698928129
Franklin_Pierce,1804,False,149415,643,132,富兰克林·皮尔斯,0.555132271050531
Mongkut,1804,False,65616,1280,96,拉玛四世,0.552305973295957
Alexis_de_Tocqueville,1805,False,119204,1222,83,亞歷西斯·托克維爾,0.5502630200311357
Johann_Strauss_I,1804,False,66680,844,107,老约翰·施特劳斯,0.5456770603941541
Emperor_Ninkō,1800,False,83662,1536,69,仁孝天皇,0.5425595373225001
Millard_Fillmore,1800,False,106258,488,132,米勒德·菲尔莫尔,0.5420570538197089
George_Sand,1804,False,63955,1037,86,乔治·桑,0.5407280674183836
John_Brown_(abolitionist),1800,False,87925,532,123,约翰·布朗 (废奴主义者),0.5400877855719944
Nathaniel_Hawthorne,1804,False,157932,852,74,纳撒尼尔·霍桑,0.5368320478314483
"Alfred,_Lord_Tennyson",1809,False,64949,808,87,丁尼生,0.5343253189362879
William_Ewart_Gladstone,1809,False,159467,502,98,威廉·格萊斯頓,0.5340546507741009
Helmuth_von_Moltke_the_Elder,1800,False,66689,724,87,赫尔穆特·卡尔·贝恩哈特·冯·毛奇,0.5313585632732633
Ludwig_Feuerbach,1804,False,198138,687,70,路德维希·安德列斯·费尔巴哈,0.5296151675424319
Vincenzo_Bellini,1801,False,150260,541,84,温琴佐·贝利尼,0.5287504816716417
Brigham_Young,1801,False,70259,1005,65,楊百翰,0.5264320832572479
Mikhail_Glinka,1804,False,153797,478,85,米哈伊尔·伊万诺维奇·格林卡,0.5254497927524872
Isambard_Kingdom_Brunel,1806,False,60346,629,77,伊桑巴德·金德姆·布鲁内尔,0.5201952491415858
Georges-Eugène_Haussmann,1809,False,61085,716,71,喬治-歐仁·奧斯曼,0.520132931083954
William_Rowan_Hamilton,1805,False,66577,325,119,威廉·哈密頓,0.5183101530482852
Louis_Braille,1809,False,77353,416,92,路易·布莱叶,0.5177961507542438
John_Henry_Newman,1801,False,108850,301,97,約翰·亨利·紐曼,0.5118971932852249
Benito_Juárez,1806,False,60378,336,96,贝尼托·胡亚雷斯,0.5097319215748239
Giuseppe_Mazzini,1805,False,51746,547,69,朱塞佩·马志尼,0.5090556679058338
William_H._Seward,1801,False,89185,376,78,威廉·H·苏厄德,0.5083087163208131
Queen_Sinjeong,1809,False,97249,667,52,神貞王后,0.5062721419909402
Friedrich_Wöhler,1800,False,70505,325,86,弗里德里希·维勒,0.5053941683643851
Henry_Wadsworth_Longfellow,1807,False,159808,341,66,亨利·沃茲沃思·朗費羅,0.5022679760970684
Elizabeth_Barrett_Browning,1806,False,69398,392,70,伊丽莎白·巴雷特·勃朗宁,0.502264846005142
"Patrice_de_MacMahon,_Duke_of_Magenta",1808,False,67210,372,72,帕特里斯·麦克马洪,0.5015556128950719
Justus_von_Liebig,1803,False,76016,326,75,尤斯图斯·冯·李比希,0.5001477926403236
George_Müller,1805,False,50264,516,52,喬治·慕勒,0.4927348534046944
Prosper_Mérimée,1803,False,62264,276,72,普羅斯佩·梅里美,0.4906600667492844
Pierre-Joseph_Proudhon,1809,False,68858,344,58,皮埃爾-約瑟夫·普魯東,0.48892000038837574
Honoré_Daumier,1808,False,56435,574,43,奥诺雷·杜米埃,0.48646255630613855
Tokugawa_Nariaki,1800,False,115699,383,45,德川齊昭,0.48365962825944986
Carl_Gustav_Jacob_Jacobi,1804,False,69157,375,49,卡爾·雅可比,0.48316191993137736
Peter_Gustav_Lejeune_Dirichlet,1805,False,58733,226,68,約翰·彼得·古斯塔夫·勒熱納·狄利克雷,0.4804787312411749
Christian_Doppler,1803,False,59590,158,79,克里斯蒂安·多普勒,0.4731925745405628
Joseph_Liouville,1809,False,67289,191,62,约瑟夫·刘维尔,0.4714537569129332
Frédéric_Bastiat,1801,False,109051,245,46,弗雷德里克·巴斯夏,0.4700503297824939
Hermann_Grassmann,1809,False,63403,167,62,赫爾曼·格拉斯曼,0.465897016055684
Antonio_Meucci,1808,False,48815,387,37,安東尼奧·穆齊,0.465811778595408
Charles_Goodyear,1800,False,49957,240,46,查尔斯·古德伊尔,0.4629482139267106
Richard_Owen,1804,False,48788,235,46,理查·歐文,0.4620495388590823
Augustus_De_Morgan,1806,False,69190,206,46,奧古斯塔斯·德摩根,0.46054162016604633
France_Prešeren,1800,False,52624,150,55,弗兰策·普列舍仁,0.4550675344517376
Wilhelm_Eduard_Weber,1804,False,67695,269,35,威廉·韦伯,0.45480626099083266
Kit_Carson,1809,False,126347,139,48,基特·卡森,0.4527406965767596
Charles_Lucien_Bonaparte,1803,False,60654,130,57,夏尔·吕西安·波拿巴,0.4521957891908413
George_Biddell_Airy,1801,False,100137,155,42,喬治·比德爾·艾里,0.44885142924403815
Elias_Lönnrot,1802,False,59661,123,55,艾里阿斯·隆洛特,0.4483498059857068
Fyodor_Tyutchev,1803,False,54274,140,41,費奧多爾·秋切夫,0.43942405057754597
"Oliver_Wendell_Holmes,_Sr.",1809,False,46919,148,39,老奥利弗·温德尔·霍姆斯,0.43789775020955074
Jim_Bridger,1804,False,53449,267,26,吉姆·柏瑞哲,0.4355953570917297
Caleb_Cushing,1800,False,84622,168,28,凯莱布·顾盛,0.4292662508636548
Jules_Grévy,1807,False,60473,122,36,儒勒·格雷維,0.4289783571698024
Johannes_Peter_Müller,1801,False,54876,117,36,約翰內斯·彼得·繆勒,0.4267348796686489
János_Bolyai,1802,False,59503,115,36,鲍耶·亚诺什,0.4266774432644491
Fanny_Mendelssohn,1805,False,43948,292,21,范妮·门德尔松,0.4231257324578219
James_Clark_Ross,1800,False,166295,153,24,詹姆斯·克拉克·罗斯,0.42159887189055745
Adolphe_Adam,1803,False,54141,140,27,阿道夫·亚当,0.41823273545211315
"William_Parsons,_3rd_Earl_of_Rosse",1800,False,59808,78,40,威廉·帕森思，第三代羅斯伯爵,0.4161342005421054
Lysander_Spooner,1808,False,112738,87,31,萊桑德·斯波納,0.41293989063762926
Salmon_P._Chase,1808,False,80685,127,24,萨蒙·波特兰·蔡斯,0.41112311292369935
Frederick_VII_of_Denmark,1808,False,61921,181,20,弗雷德里克七世,0.4094541929909255
Lajos_Kossuth,1802,False,45878,160,21,科苏特·拉约什,0.4068767243912823
Julius_Plücker,1801,False,52173,113,25,尤利乌斯·普吕克,0.4066331126163139
